"Commodity","Country","UOM","Category","SubCategory","RowNumber","YearNum","FoodValue"
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",30,"2004",293.2
"Confections","MEXICO","Million $","Sweets","Foods",31,"2004",259.4
"Confections","CANADA","Million $","Sweets","Foods",32,"2004",380.8
"Confections","GERMANY, FED. REPUBLIC","Million $","Sweets","Foods",33,"2004",26.2
"Confections","TURKEY","Million $","Sweets","Foods",34,"2004",6
"Confections","SPAIN","Million $","Sweets","Foods",35,"2004",23.7
"Confections","CHINA (MAINLAND)","Million $","Sweets","Foods",36,"2004",65.6
"Confections","BRAZIL","Million $","Sweets","Foods",37,"2004",42.1
"Confections","THAILAND","Million $","Sweets","Foods",38,"2004",14.3
"Confections","REST OF WORLD","Million $","Sweets","Foods",39,"2004",318.2
"Confections","WORLD","Million $","Sweets","Foods",40,"2004",1136.3
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",41,"2004",543.8
"Total cocoa and products","CANADA","Million $","Cocoa","Foods",1,"2004",721.8
"Total cocoa and products","IVORY COAST","Million $","Cocoa","Foods",2,"2004",457.5
"Total cocoa and products","MEXICO","Million $","Cocoa","Foods",3,"2004",89
"Total cocoa and products","GHANA","Million $","Cocoa","Foods",4,"2004",19.3
"Total cocoa and products","NETHERLANDS","Million $","Cocoa","Foods",5,"2004",163.1
"Total cocoa and products","MALAYSIA","Million $","Cocoa","Foods",6,"2004",110
"Total cocoa and products","ECUADOR","Million $","Cocoa","Foods",7,"2004",61.1
"Total cocoa and products","REST OF WORLD","Million $","Cocoa","Foods",8,"2004",863.4
"Total cocoa and products","WORLD","Million $","Cocoa","Foods",9,"2004",2485.2
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",10,"2004",1170.3
"Cocoa beans","IVORY COAST","Million $","Cocoa","Foods",11,"2004",395.1
"Cocoa beans","ECUADOR","Million $","Cocoa","Foods",12,"2004",48.5
"Cocoa beans","GHANA","Million $","Cocoa","Foods",13,"2004",7.9
"Cocoa beans","DOMINICAN REPUBLIC","Million $","Cocoa","Foods",14,"2004",33.8
"Cocoa beans","CONGO(KINSHASA)","Million $","Cocoa","Foods",15,"2004",0
"Cocoa beans","NIGERIA","Million $","Cocoa","Foods",16,"2004",1.4
"Cocoa beans","REST OF WORLD","Million $","Cocoa","Foods",17,"2004",192.7
"Cocoa beans","WORLD","Million $","Cocoa","Foods",18,"2004",679.4
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",19,"2004",451.3
"Cocoa paste, butter, and powder","IVORY COAST","Million $","Cocoa","Foods",20,"2004",62.4
"Cocoa paste, butter, and powder","NETHERLANDS","Million $","Cocoa","Foods",21,"2004",149.3
"Cocoa paste, butter, and powder","MALAYSIA","Million $","Cocoa","Foods",22,"2004",109.5
"Cocoa paste, butter, and powder","INDONESIA","Million $","Cocoa","Foods",23,"2004",62
"Cocoa paste, butter, and powder","GHANA","Million $","Cocoa","Foods",24,"2004",10
"Cocoa paste, butter, and powder","MEXICO","Million $","Cocoa","Foods",25,"2004",14.3
"Cocoa paste, butter, and powder","CANADA","Million $","Cocoa","Foods",26,"2004",16.1
"Cocoa paste, butter, and powder","ECUADOR","Million $","Cocoa","Foods",27,"2004",11.8
"Cocoa paste, butter, and powder","REST OF WORLD","Million $","Cocoa","Foods",28,"2004",231
"Cocoa paste, butter, and powder","WORLD","Million $","Cocoa","Foods",29,"2004",666.4
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",30,"2004",277.9
"Chocolate","CANADA","Million $","Cocoa","Foods",31,"2004",705.2
"Chocolate","MEXICO","Million $","Cocoa","Foods",32,"2004",74.8
"Chocolate","BELGIUM","Million $","Cocoa","Foods",33,"2004",67.8
"Chocolate","GERMANY, FED. REPUBLIC","Million $","Cocoa","Foods",34,"2004",43.7
"Chocolate","POLAND","Million $","Cocoa","Foods",35,"2004",8.1
"Chocolate","ITALY","Million $","Cocoa","Foods",36,"2004",16.1
"Chocolate","SWITZERLAND","Million $","Cocoa","Foods",37,"2004",32.6
"Chocolate","TURKEY","Million $","Cocoa","Foods",38,"2004",3.8
"Chocolate","REST OF WORLD","Million $","Cocoa","Foods",39,"2004",185.6
"Chocolate","WORLD","Million $","Cocoa","Foods",40,"2004",1137.7
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",41,"2004",436.8
"Sauces, soups, prepared foods","SINGAPORE","Million $","Other","Foods",1,"2004",8.7
"Sauces, soups, prepared foods","CANADA","Million $","Other","Foods",2,"2004",1004.3
"Sauces, soups, prepared foods","CHINA (MAINLAND)","Million $","Other","Foods",3,"2004",77.3
"Sauces, soups, prepared foods","MEXICO","Million $","Other","Foods",4,"2004",287.8
"Sauces, soups, prepared foods","ITALY","Million $","Other","Foods",5,"2004",127.9
"Sauces, soups, prepared foods","THAILAND","Million $","Other","Foods",6,"2004",134.7
"Sauces, soups, prepared foods","GERMANY, FED. REPUBLIC","Million $","Other","Foods",7,"2004",51.8
"Sauces, soups, prepared foods","TAIWAN","Million $","Other","Foods",8,"2004",44.2
"Sauces, soups, prepared foods","REST OF WORLD","Million $","Other","Foods",9,"2004",881.8
"Sauces, soups, prepared foods","WORLD","Million $","Other","Foods",10,"2004",2618.5
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",11,"2004",1171.6
"Essential oils","IRELAND","Million $","Other","Foods",12,"2004",1631.9
"Essential oils","INDIA","Million $","Other","Foods",13,"2004",43.5
"Essential oils","BRAZIL","Million $","Other","Foods",14,"2004",30.5
"Essential oils","MEXICO","Million $","Other","Foods",15,"2004",28.6
"Essential oils","FRANCE","Million $","Other","Foods",16,"2004",63.3
"Essential oils","CHINA (MAINLAND)","Million $","Other","Foods",17,"2004",23.3
"Essential oils","CANADA","Million $","Other","Foods",18,"2004",21.5
"Essential oils","ARGENTINA","Million $","Other","Foods",19,"2004",18.1
"Essential oils","REST OF WORLD","Million $","Other","Foods",20,"2004",159.1
"Essential oils","WORLD","Million $","Other","Foods",21,"2004",2019.8
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",22,"2004",69.9
"Animal and other fats","CANADA","Million $","Other","Foods",23,"2004",127.4
"Animal and other fats","AUSTRALIA","Million $","Other","Foods",24,"2004",0.5
"Animal and other fats","NEW ZEALAND","Million $","Other","Foods",25,"2004",1.3
"Animal and other fats","NORWAY","Million $","Other","Foods",26,"2004",17.2
"Animal and other fats","BRAZIL","Million $","Other","Foods",27,"2004",1.9
"Animal and other fats","MEXICO","Million $","Other","Foods",28,"2004",1.5
"Animal and other fats","INDONESIA","Million $","Other","Foods",29,"2004",0
"Animal and other fats","URUGUAY","Million $","Other","Foods",30,"2004",0
"Animal and other fats","REST OF WORLD","Million $","Other","Foods",31,"2004",46.6
"Animal and other fats","WORLD","Million $","Other","Foods",32,"2004",196.4
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",33,"2004",186.1
"Other edible products","INDIA","Million $","Other","Foods",34,"2004",107.3
"Other edible products","CHINA (MAINLAND)","Million $","Other","Foods",35,"2004",147.5
"Other edible products","SPAIN","Million $","Other","Foods",36,"2004",34.9
"Other edible products","FRANCE","Million $","Other","Foods",37,"2004",98.1
"Other edible products","ITALY","Million $","Other","Foods",38,"2004",33.4
"Other edible products","MEXICO","Million $","Other","Foods",39,"2004",98.7
"Other edible products","CANADA","Million $","Other","Foods",40,"2004",67.7
"Other edible products","GERMANY, FED. REPUBLIC","Million $","Other","Foods",41,"2004",54.9
"Other edible products","REST OF WORLD","Million $","Other","Foods",42,"2004",336.1
"Other edible products","WORLD","Million $","Other","Foods",43,"2004",978.6
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",44,"2004",322.5
"Total beverages","MEXICO","Million $","Beverages","Foods",1,"2004",1353.4
"Total beverages","FRANCE","Million $","Beverages","Foods",2,"2004",1041.8
"Total beverages","ITALY","Million $","Beverages","Foods",3,"2004",1006.9
"Total beverages","NETHERLANDS","Million $","Beverages","Foods",4,"2004",896.3
"Total beverages","NEW ZEALAND","Million $","Beverages","Foods",5,"2004",66.9
"Total beverages","SPAIN","Million $","Beverages","Foods",6,"2004",192.1
"Total beverages","AUSTRIA","Million $","Beverages","Foods",7,"2004",342.5
"Total beverages","AUSTRALIA","Million $","Beverages","Foods",8,"2004",729.8
"Total beverages","SWITZERLAND","Million $","Beverages","Foods",9,"2004",1.2
"Total beverages","REST OF WORLD","Million $","Beverages","Foods",10,"2004",1416.6
"Total beverages","WORLD","Million $","Beverages","Foods",11,"2004",7047.5
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",12,"2004",4387.6
"Wine","FRANCE","Million $","Beverages","Foods",13,"2004",1027.7
"Wine","ITALY","Million $","Beverages","Foods",14,"2004",987.8
"Wine","NEW ZEALAND","Million $","Beverages","Foods",15,"2004",61
"Wine","SPAIN","Million $","Beverages","Foods",16,"2004",185.6
"Wine","AUSTRALIA","Million $","Beverages","Foods",17,"2004",728.2
"Wine","ARGENTINA","Million $","Beverages","Foods",18,"2004",47.5
"Wine","CHILE","Million $","Beverages","Foods",19,"2004",149.6
"Wine","REST OF WORLD","Million $","Beverages","Foods",20,"2004",278.9
"Wine","WORLD","Million $","Beverages","Foods",21,"2004",3466.3
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",22,"2004",675.4
"Malt beer","MEXICO","Million $","Beverages","Foods",23,"2004",1163.3
"Malt beer","NETHERLANDS","Million $","Beverages","Foods",24,"2004",889
"Malt beer","IRELAND","Million $","Beverages","Foods",25,"2004",79.3
"Malt beer","CANADA","Million $","Beverages","Foods",26,"2004",216.1
"Malt beer","GERMANY, FED. REPUBLIC","Million $","Beverages","Foods",27,"2004",145.7
"Malt beer","BELGIUM","Million $","Beverages","Foods",28,"2004",32.4
"Malt beer","ITALY","Million $","Beverages","Foods",29,"2004",9.7
"Malt beer","REST OF WORLD","Million $","Beverages","Foods",30,"2004",216.1
"Malt beer","WORLD","Million $","Beverages","Foods",31,"2004",2751.6
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",32,"2004",2777.3
"Nonalcoholic beverages","AUSTRIA","Million $","Beverages","Foods",33,"2004",335.6
"Nonalcoholic beverages","SWITZERLAND","Million $","Beverages","Foods",34,"2004",0.4
"Nonalcoholic beverages","MEXICO","Million $","Beverages","Foods",35,"2004",188.9
"Nonalcoholic beverages","PHILIPPINES","Million $","Beverages","Foods",36,"2004",4.2
"Nonalcoholic beverages","CANADA","Million $","Beverages","Foods",37,"2004",126
"Nonalcoholic beverages","ITALY","Million $","Beverages","Foods",38,"2004",9.5
"Nonalcoholic beverages","REST OF WORLD","Million $","Beverages","Foods",39,"2004",165
"Nonalcoholic beverages","WORLD","Million $","Beverages","Foods",40,"2004",829.6
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",41,"2004",934.9
"Liquors and liqueurs","MEXICO","Million $","Beverages","Foods",42,"2004",435.3
"Liquors and liqueurs","FRANCE","Million $","Beverages","Foods",43,"2004",953.7
"Liquors and liqueurs","UNITED KINGDOM","Million $","Beverages","Foods",44,"2004",818.3
"Liquors and liqueurs","CANADA","Million $","Beverages","Foods",45,"2004",317.9
"Liquors and liqueurs","IRELAND","Million $","Beverages","Foods",46,"2004",200.7
"Liquors and liqueurs","NETHERLANDS","Million $","Beverages","Foods",47,"2004",152
"Liquors and liqueurs","ITALY","Million $","Beverages","Foods",48,"2004",91.2
"Liquors and liqueurs","SWEDEN","Million $","Beverages","Foods",49,"2004",345.1
"Liquors and liqueurs","REST OF WORLD","Million $","Beverages","Foods",50,"2004",395
"Liquors and liqueurs","WORLD","Million $","Beverages","Foods",51,"2004",3709.2
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",52,"2004",466339.1
"U.S. imports","WORLD","Million $","Food dollars","Total foods",1,"2004",59268.3
"Live meat animals","WORLD","Million $","Food dollars","Foods",2,"2004",1139.4
"Meats","WORLD","Million $","Food dollars","Foods",3,"2004",5718.5
"Fish and shellfish","WORLD","Million $","Food dollars","Foods",4,"2004",11138.7
"Dairy","WORLD","Million $","Food dollars","Foods",5,"2004",1303.7
"Vegetables","WORLD","Million $","Food dollars","Foods",6,"2004",5735.8
"Fruits","WORLD","Million $","Food dollars","Foods",7,"2004",6047.3
"Nuts","WORLD","Million $","Food dollars","Foods",8,"2004",1079.7
"Coffee, tea, and spices","WORLD","Million $","Food dollars","Foods",9,"2004",3148.8
"Grains","WORLD","Million $","Food dollars","Foods",10,"2004",4176.2
"Vegetable oils","WORLD","Million $","Food dollars","Foods",11,"2004",2241
"Sugar and candy","WORLD","Million $","Food dollars","Foods",12,"2004",2193.2
"Cocoa and chocolate","WORLD","Million $","Food dollars","Foods",13,"2004",2485.2
"Other edible products","WORLD","Million $","Food dollars","Foods",14,"2004",5813.3
"Beverages","WORLD","Million $","Food dollars","Foods",15,"2004",7047.5
"Animals","WORLD","Million $","Food dollars","Subtotal foods",16,"2004",19300.3
"Plants","WORLD","Million $","Food dollars","Subtotal foods",17,"2004",32920.5
"Beverages","WORLD","Million $","Food dollars","Subtotal foods",18,"2004",7047.5
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",1,"2004",9866.3
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",1,"2004",1839.2
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2,"2004",2119.9
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",3,"2004",346.4
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",4,"2004",6245.5
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",5,"2004",8428.6
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",6,"2004",336.7
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",7,"2004",1758.7
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",8,"2004",6643.2
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",9,"2004",2759.4
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",10,"2004",2433.1
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",11,"2004",1170.3
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",12,"2004",1750.1
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",1,"2004",4387.6
"Live meat animals","WORLD","Dollars","Prices","Imported food prices",1,"2004",115.484021365659
"Meats","WORLD","Dollars per mt","Prices","Imported food prices",1,"2004",3109.23227490213
"Fish and shellfish","WORLD","Dollars per mt","Prices","Imported food prices",2,"2004",5254.35162035945
"Dairy","WORLD","Dollars per mt","Prices","Imported food prices",3,"2004",3763.56812933025
"Vegetables","WORLD","Dollars per mt","Prices","Imported food prices",4,"2004",918.389240252982
"Fruits","WORLD","Dollars per mt","Prices","Imported food prices",5,"2004",717.473839071732
"Nuts","WORLD","Dollars per mt","Prices","Imported food prices",6,"2004",3206.71220671221
"Coffee, tea, and spices","WORLD","Dollars per mt","Prices","Imported food prices",7,"2004",1790.41337351453
"Grains","WORLD","Dollars per mt","Prices","Imported food prices",8,"2004",628.642822736031
"Vegetable oils","WORLD","Dollars per mt","Prices","Imported food prices",9,"2004",812.133072407045
"Sugar and candy","WORLD","Dollars per mt","Prices","Imported food prices",10,"2004",901.401504253833
"Cocoa and chocolate","WORLD","Dollars per mt","Prices","Imported food prices",11,"2004",2123.55806203538
"Beverages","WORLD","Dollars per KL","Prices","Imported food prices",1,"2004",1606.23119700975
"Total live animals","CANADA","Million $","Animals","Foods",1,"2005",1134.9
"Total live animals","MEXICO","Million $","Animals","Foods",2,"2005",515.5
"Total live animals","REST OF WORLD","Million $","Animals","Foods",3,"2005",0.199999999999818
"Total live animals","WORLD","Million $","Animals","Foods",4,"2005",1650.6
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",5,"2005",9951.9
"Bovine animals, live","CANADA","Million $","Animals","Foods",6,"2005",526.2
"Bovine animals, live","MEXICO","Million $","Animals","Foods",7,"2005",515.4
"Bovine animals, live","WORLD","Million $","Animals","Foods",8,"2005",1041.6
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",9,"2005",1818.4
"Swine, live","CANADA","Million $","Animals","Foods",10,"2005",580.8
"Swine, live","WORLD","Million $","Animals","Foods",11,"2005",580.8
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",12,"2005",8131.2
"Sheep and goats, live","CANADA","Million $","Animals","Foods",13,"2005",0.1
"Sheep and goats, live","WORLD","Million $","Animals","Foods",14,"2005",0.2
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",15,"2005",2.4
"Live poultry","CANADA","Million $","Animals","Foods",16,"2005",27.9
"Live poultry","WORLD","Million $","Animals","Foods",17,"2005",28
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",18,"2005",14096.6
"Bird eggs","CANADA","Million $","Animals","Foods",19,"2005",14.3
"Bird eggs","UNITED KINGDOM","Million $","Animals","Foods",20,"2005",0.1
"Bird eggs","NETHERLANDS","Million $","Animals","Foods",21,"2005",0.6
"Bird eggs","GERMANY, FED. REPUBLIC","Million $","Animals","Foods",22,"2005",0.6
"Bird eggs","CHINA (MAINLAND)","Million $","Animals","Foods",23,"2005",2.6
"Bird eggs","TAIWAN","Million $","Animals","Foods",24,"2005",1.5
"Bird eggs","TURKEY","Million $","Animals","Foods",25,"2005",0
"Bird eggs","REST OF WORLD","Million $","Animals","Foods",26,"2005",3
"Bird eggs","WORLD","Million $","Animals","Foods",27,"2005",22.7
"Total red meats, fresh and frozen","CANADA","Million $","Meats","Foods",1,"2005",2045.7
"Total red meats, fresh and frozen","AUSTRALIA","Million $","Meats","Foods",2,"2005",1242.4
"Total red meats, fresh and frozen","MEXICO","Million $","Meats","Foods",3,"2005",51.5
"Total red meats, fresh and frozen","NEW ZEALAND","Million $","Meats","Foods",4,"2005",784.8
"Total red meats, fresh and frozen","BRAZIL","Million $","Meats","Foods",5,"2005",0
"Total red meats, fresh and frozen","NICARAGUA","Million $","Meats","Foods",6,"2005",56.6
"Total red meats, fresh and frozen","URUGUAY","Million $","Meats","Foods",7,"2005",417.4
"Total red meats, fresh and frozen","REST OF WORLD","Million $","Meats","Foods",8,"2005",222.3
"Total red meats, fresh and frozen","WORLD","Million $","Meats","Foods",9,"2005",4820.7
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",10,"2005",1560.4
"Fresh or chilled red meats","CANADA","Million $","Meats","Foods",11,"2005",1859.2
"Fresh or chilled red meats","MEXICO","Million $","Meats","Foods",12,"2005",41.7
"Fresh or chilled red meats","AUSTRALIA","Million $","Meats","Foods",13,"2005",134
